시도명,시군명,농장명,축종명,상세구분,사육두수(마리),소재지지번주소,WGS84위도,WGS84경도,조사날짜,감염날짜
경기도,김포시,거목농장,닭,육계,60000.0,경기도 김포시 통진읍 귀전리 712번지 2호,37.7082536404,126.619154891,2021-06-30,2021-01-09
경기도,김포시,금산농장,닭,산란계,45000.0,경기도 김포시 양촌읍 누산리 1036번지 111호,37.6748584657,126.6596922374,2021-06-30,2021-01-09
경기도,김포시,깻잎농원,닭,육계,100.0,경기도 김포시 고촌읍 풍곡리 75번지 34호,37.6176310179,126.7674827936,2021-06-30,2020-12-30
경기도,김포시,드림농장,닭,산란계,1000.0,경기도 김포시 월곶면 갈산리 200번지,37.7133934557,126.566745942,2021-06-30,2021-01-09
경기도,김포시,무량농장,닭,육계,20000.0,경기도 김포시 양촌읍 구래리 295번지 23호,37.630657620568,126.62649694566,2021-06-30,2020-12-30
경기도,김포시,민호농장,닭,산란계,10000.0,경기도 김포시 통진읍 가현리 665번지,37.6751302882,126.5848018911,2021-06-30,2021-01-09
경기도,김포시,밤농장,닭,육계,150.0,경기도 김포시 양촌읍 구래리 산 118번지,37.6263081477961,126.635286591147,2021-04-30,2020-12-30
경기도,김포시,백산농원,닭,육계,10000.0,경기도 김포시 양촌읍 구래리 산 37번지,37.6263081477961,126.635286591147,2021-06-30,2020-12-30
경기도,김포시,약산농장,닭,산란계,12000.0,경기도 김포시 대곶면 약암리 산 47번지 1호,37.6344641782,126.5699667364,2021-06-30,2021-01-09
경기도,김포시,영철농장,닭,육계,25000.0,경기도 김포시 양촌읍 구래리 652번지 1호,37.630657620568,126.62649694566,2021-04-30,2020-12-30
경기도,김포시,젖가락이 행복한 농장,닭,산란계,100.0,경기도 김포시 대곶면 대벽리 174번지 1호,37.6354276917,126.579044281,2021-06-30,2021-01-09
경기도,김포시,종훈농장,닭,산란계,10000.0,경기도 김포시 통진읍 옹정리 산 58번지,37.6869526306726,126.5640641956,2021-04-30,2020-12-30
경기도,김포시,주일농장,닭,산란계,12000.0,경기도 김포시 양촌읍 학운리 산 20번지,37.62390820566341,126.61716955417984,2020-07-31,2020-12-30
경기도,김포시,초롱농장,닭,산란계,3000.0,경기도 김포시 대곶면 송마리 178번지,37.6595912686155,126.560982987772,2020-11-30,2020-12-30
경기도,김포시,코코스가든,닭,산란계,1200.0,경기도 김포시 고촌읍 태리 190번지,37.6058394423,126.7456763438,2021-06-30,2020-12-30
경기도,김포시,태원농장,닭,육계,35000.0,경기도 김포시 양촌읍 석모리 131번지 2호,37.6586021398,126.6538667914,2021-06-30,2021-01-09
경기도,김포시,깻잎농원,닭,육계,100.0,경기도 김포시 고촌읍 풍곡리 75번지 34호,37.6176310179,126.7674827936,2021-06-30,2021-01-01
경기도,김포시,무량농장,닭,육계,20000.0,경기도 김포시 양촌읍 구래리 295번지 23호,37.630657620568,126.62649694566,2021-06-30,2021-01-01
경기도,김포시,밤농장,닭,육계,150.0,경기도 김포시 양촌읍 구래리 산 118번지,37.6263081477961,126.635286591147,2021-04-30,2021-01-01
경기도,김포시,백산농원,닭,육계,10000.0,경기도 김포시 양촌읍 구래리 산 37번지,37.6263081477961,126.635286591147,2021-06-30,2021-01-01
경기도,김포시,영철농장,닭,육계,25000.0,경기도 김포시 양촌읍 구래리 652번지 1호,37.630657620568,126.62649694566,2021-04-30,2021-01-01
경기도,김포시,종훈농장,닭,산란계,10000.0,경기도 김포시 통진읍 옹정리 산 58번지,37.6869526306726,126.5640641956,2021-04-30,2021-01-01
경기도,김포시,주일농장,닭,산란계,12000.0,경기도 김포시 양촌읍 학운리 산 20번지,37.62390820566341,126.61716955417984,2020-07-31,2021-01-01
경기도,김포시,초롱농장,닭,산란계,3000.0,경기도 김포시 대곶면 송마리 178번지,37.6595912686155,126.560982987772,2020-11-30,2021-01-01
경기도,김포시,코코스가든,닭,산란계,1200.0,경기도 김포시 고촌읍 태리 190번지,37.6058394423,126.7456763438,2021-06-30,2021-01-01
경기도,김포시,깻잎농원,닭,육계,100.0,경기도 김포시 고촌읍 풍곡리 75번지 34호,37.6176310179,126.7674827936,2021-06-30,2021-01-09
경기도,김포시,무량농장,닭,육계,20000.0,경기도 김포시 양촌읍 구래리 295번지 23호,37.630657620568,126.62649694566,2021-06-30,2021-01-09
경기도,김포시,밤농장,닭,육계,150.0,경기도 김포시 양촌읍 구래리 산 118번지,37.6263081477961,126.635286591147,2021-04-30,2021-01-09
경기도,김포시,백산농원,닭,육계,10000.0,경기도 김포시 양촌읍 구래리 산 37번지,37.6263081477961,126.635286591147,2021-06-30,2021-01-09
경기도,김포시,영철농장,닭,육계,25000.0,경기도 김포시 양촌읍 구래리 652번지 1호,37.630657620568,126.62649694566,2021-04-30,2021-01-09
경기도,김포시,종훈농장,닭,산란계,10000.0,경기도 김포시 통진읍 옹정리 산 58번지,37.6869526306726,126.5640641956,2021-04-30,2021-01-09
경기도,김포시,주일농장,닭,산란계,12000.0,경기도 김포시 양촌읍 학운리 산 20번지,37.62390820566341,126.61716955417984,2020-07-31,2021-01-09
경기도,김포시,초롱농장,닭,산란계,3000.0,경기도 김포시 대곶면 송마리 178번지,37.6595912686155,126.560982987772,2020-11-30,2021-01-09
경기도,김포시,코코스가든,닭,산란계,1200.0,경기도 김포시 고촌읍 태리 190번지,37.6058394423,126.7456763438,2021-06-30,2021-01-09
경기도,김포시,농업회사법인 (주)제일영농,닭,육계,1000.0,경기도 김포시 하성면 석탄리 734번지 7호,37.7204533762,126.6521694527,2025-05-31,2025-09-13
경기도,김포시,담안에 농원,닭,육계,300.0,경기도 김포시 하성면 시암리 140번지 2호,37.766751828,126.6453469576,2025-04-30,2024-12-20
경기도,김포시,미화농장,닭,산란계,12000.0,경기도 김포시 통진읍 가현리 625번지 8호,37.6779556025,126.5858630985,2025-05-31,2024-12-20
경기도,김포시,방씨농장,닭,육계,200.0,경기도 김포시 대곶면 대벽리 803번지,37.6055575133,126.5618186536,2025-05-31,2021-01-09
경기도,김포시,병기농장,닭,육계,30000.0,경기도 김포시 대곶면 석정리 238번지,37.6788760714,126.5568816275,2025-04-30,2024-12-20
경기도,김포시,봉성농장,닭,산란계,30000.0,경기도 김포시 통진읍 동을산리 496번지,37.6932678933,126.6195590551,2025-05-31,2024-12-20
경기도,김포시,석정농장,닭,육계,45000.0,경기도 김포시 대곶면 석정리 237번지,37.679432377,126.5565683967,2025-04-30,2024-12-20
경기도,김포시,써니농장,닭,산란계,22000.0,경기도 김포시 통진읍 가현리 162번지 3호,37.6724170856,126.5882596686,2025-04-30,2024-12-20
경기도,김포시,안골농원,닭,산란계,6000.0,경기도 김포시 월곶면 조강리 107번지 109호,37.7473935506,126.586256668,2025-04-30,2024-12-20
경기도,김포시,용농장,닭,육계,0.0,경기도 김포시 고촌읍 향산리 906번지 1호,37.6214110326,126.7348248313,2025-04-30,2023-01-08
경기도,김포시,우리집토종닭,닭,육계,300.0,경기도 김포시 하성면 석탄리 491번지 32호,37.7252300328,126.6320813425,2025-05-31,2025-09-13
경기도,김포시,일진농장,닭,산란계,2000.0,경기도 김포시 통진읍 가현리 324번지,37.678868833,126.5962436164,2025-04-30,2024-12-20
경기도,김포시,장락농장,닭,산란계,24000.0,경기도 김포시 대곶면 쇄암리 447번지,37.6706239727,126.5498148989,2025-04-30,2024-12-20
경기도,김포시,청솔산업,닭,육계,100.0,경기도 김포시 통진읍 귀전리 1008번지,37.7070618688,126.6104790761,2025-05-31,2024-12-20
경기도,김포시,한우리농장,닭,산란계,140000.0,경기도 김포시 통진읍 가현리 798번지 1호,37.6757060463,126.6010673597,2025-05-31,2024-12-20
경기도,김포시,향산리농장,닭,산란계,520.0,경기도 김포시 고촌읍 향산리 810번지,37.6257487313,126.7357067746,2025-04-30,2023-01-08
경기도,김포시,호은농장,닭,육계,35000.0,경기도 김포시 하성면 마조리 325번지,37.7498006773,126.6284358809,2025-05-31,2025-09-13
경기도,남양주시,고센영농조합법인,닭,육계,20000.0,"경기도 남양주시 와부읍 월문리 83번지 3호 ,83-13",37.6158690873,127.2791873369,2020-07-31,2021-01-12
경기도,남양주시,그린농장,닭,산란계,116000.0,경기도 남양주시 진건읍 진관리 689번지,37.6514699841,127.1593390579,2020-07-31,2021-01-12
경기도,남양주시,내곡농장,닭,육계,20000.0,"경기도 남양주시 진접읍 내곡리 468번지 7호 (,468-11)",37.6756241259,127.1574841572,2021-06-30,2015-04-20
경기도,남양주시,다산농장,닭,산란계,500.0,경기도 남양주시 진건읍 배양리 915번지 1호,37.6328924174,127.1520382823,2020-07-31,2021-01-12
경기도,남양주시,밤골농원,닭,육계,30000.0,경기도 남양주시 수동면 내방리 64번지 1호,37.7384915723,127.2935966976,2021-04-30,2021-01-12
경기도,남양주시,세원농장,닭,산란계,500.0,경기도 남양주시 이패동 562번지 8호,37.6075355572,127.1864497601,2020-11-30,2021-01-12
경기도,남양주시,시골닭집,닭,육계,70.0,경기도 남양주시 별내면 용암리 산 2번지 10호,37.7386860156,127.1265878742,2020-07-31,2015-04-20
경기도,남양주시,유인농장,닭,산란계,19000.0,경기도 남양주시 화도읍 차산리 850번지,37.6245033151,127.2893008529,2020-11-30,2021-01-12
경기도,남양주시,유정농장,닭,육계,50.0,"경기도 남양주시 별내면 광전리 573번지 5호 ,7",37.6767977162,127.136063619,2021-04-30,2015-04-20
경기도,남양주시,육덕농장,닭,육계,1000.0,경기도 남양주시 화도읍 묵현리 산 157번지 4호,37.6709126306,127.307104485,2021-04-30,2021-01-12
경기도,남양주시,태양농원,닭,산란계,12000.0,경기도 남양주시 화도읍 차산리 183번지 13호,37.6312788455,127.3036915474,2021-04-30,2021-01-12
경기도,남양주시,평화농장,닭,육계,,경기도 남양주시 진건읍 배양리 555번지,37.6311924557,127.1700587482,2021-04-30,2021-01-12
경기도,남양주시,현대농장,닭,산란계,9162.0,경기도 남양주시 화도읍 답내리 475번지 5호,37.6596094058,127.3406265394,2021-06-30,2021-01-12
경기도,남양주시,화도농장,닭,육계,45.0,경기도 남양주시 화도읍 차산리 730번지,37.6325864345,127.2924133108,2021-04-30,2021-01-12
경기도,안성시,NES농장,닭,산란계,100000.0,경기도 안성시 일죽면 능국리 7번지 1호,37.1112428218,127.5016995946,2021-06-30,2021-02-23
경기도,안성시,NES농장2,닭,산란계,110000.0,경기도 안성시 일죽면 능국리 4번지 외 1필지(4-2),37.1110957,127.5001055,2021-04-30,2021-02-23
경기도,안성시,가족농장,오리,,3000.0,경기도 안성시 미양면 고지리 574번지 2호,36.9584163,127.2047427,2021-04-30,2021-01-29
경기도,안성시,경기농장,닭,산란계,30000.0,경기도 안성시 원곡면 반제리 430번지 외1필지,37.0158883157,127.1597708929,2021-06-30,2021-01-29
경기도,안성시,경남축산,닭,육계,54000.0,경기도 안성시 원곡면 외가천리 142번지 25호,37.0413265,127.1394754,2020-11-30,2021-01-04
경기도,안성시,경훈농장,닭,산란계,10000.0,경기도 안성시 미양면 고지리 520번지,36.9624672354,127.2100760502,2021-06-30,2021-01-29
경기도,안성시,계림농원,닭,육계,50000.0,경기도 안성시 서운면 현매리 628번지 1호,36.9304724856,127.2128135576,2021-06-30,2021-01-29
경기도,안성시,나루농장,닭,육계,55000.0,경기도 안성시 보개면 적가리 199번지,37.0527134,127.2842037,2020-07-31,2021-01-13
경기도,안성시,남풍농원,닭,육계,500.0,경기도 안성시 보개면 남풍리 944번지 1호,37.0789337075,127.3081433447,2021-06-30,2021-01-28
경기도,안성시,노동 농장,오리,,6000.0,경기도 안성시 일죽면 능국리 678번지 3호,37.1134623,127.4878237,2020-11-30,2021-01-06
경기도,안성시,농업회사법인 선유팜 주식회사,닭,산란계,30000.0,경기도 안성시 일죽면 신흥리 899번지 2호,37.1237916,127.4620764,2020-11-30,2021-01-06
경기도,안성시,대현농장,오리,,10000.0,경기도 안성시 서운면 신촌리 260번지 1호,36.9383407,127.2562697,2020-11-30,2021-01-14
경기도,안성시,대현농장,오리,,10000.0,경기도 안성시 서운면 신촌리 260번지 1호,36.9383407064,127.2562697723,2021-06-30,2021-01-28
경기도,안성시,대화 오리농장DHD,오리,,5500.0,경기도 안성시 일죽면 화곡리 637번지 1호 외1필지,37.106059157,127.4525617725,2021-06-30,2021-02-02
경기도,안성시,도란도란,닭,산란계,80000.0,경기도 안성시 보개면 남풍리 732번지,37.0640146,127.3123435,2020-11-30,2021-01-13
경기도,안성시,동신농장,닭,육계,71400.0,경기도 안성시 보개면 동신리 655번지 외 3필지,36.9999189782,127.2950239002,2021-06-30,2021-01-29
경기도,안성시,동신농장,닭,산란계,40000.0,경기도 안성시 보개면 동신리 655번지,36.9996672,127.2956244,2020-11-30,2021-01-13
경기도,안성시,두교농장,닭,육계,40000.0,경기도 안성시 죽산면 두교리 103번지,37.0153631,127.446827,2021-04-30,2021-01-27
경기도,안성시,둥지농장,오리,,17000.0,"경기도 안성시 보개면 내방리 228번지 4호 외 4필지(228-5,-6,229,52)",37.0203578,127.3125372,2020-11-30,2021-01-13
경기도,안성시,드림팜,닭,육계,90000.0,"경기도 안성시 미양면 법전리 55번지 외 2필지(52번지, 52-1번지)",36.9466133,127.2144673,2021-04-30,2021-01-29
경기도,안성시,만우농장,닭,육계,30000.0,경기도 안성시 보개면 적가리 194번지,37.0527134,127.2842037,2020-07-31,2021-01-13
경기도,안성시,명근농장,닭,산란계,35000.0,경기도 안성시 양성면 장서리 407번지 9호,37.094719654,127.2039239949,2021-06-30,2021-01-29
경기도,안성시,부원농장,닭,육계,50000.0,경기도 안성시 서운면 양촌리 120번지,36.9451181769,127.2788747833,2021-06-30,2021-01-28
경기도,안성시,북좌농장,닭,육계,20000.0,경기도 안성시 보개면 북좌리 50번지,37.0419676,127.3349822,2020-07-31,2021-01-13
경기도,안성시,사오농장,닭,육계,100000.0,경기도 안성시 보개면 남풍리 243번지,37.0669972457,127.3246304634,2021-06-30,2021-01-28
경기도,안성시,삼학농장,닭,산란계,45000.0,경기도 안성시 일죽면 화봉리 191번지,37.0639636,127.4821902,2020-11-30,2020-12-08
경기도,안성시,상록농장,닭,육계,66500.0,"경기도 안성시 금광면 현곡리 137번지 외 2필지(141, 142)",36.9815578,127.3484781,2021-04-30,2021-01-28
경기도,안성시,상록농장,닭,육계,66500.0,"경기도 안성시 금광면 현곡리 137번지 외 2필지(141, 142)",36.9816912774,127.3487484619,2021-06-30,2021-01-28
경기도,안성시,상수리숲농장,닭,산란계,1500.0,경기도 안성시 양성면 방신리 68번지 2호,37.0356464205,127.1753796345,2021-06-30,2021-01-29
경기도,안성시,서부농장,닭,육계,14500.0,경기도 안성시 원곡면 성주리 321번지 1호,37.0889457894,127.1523558141,2021-06-30,2021-01-29
경기도,안성시,서운농장,닭,산란계,250000.0,경기도 안성시 서운면 신촌리 280번지 2호 외 1필지,36.9342969441,127.2628706116,2021-06-30,2021-01-28
경기도,안성시,석우농장,닭,육계,73000.0,경기도 안성시 보개면 양복리 696번지 외2필지,37.0121069931,127.3114250981,2021-06-30,2021-01-28
경기도,안성시,석찬 농장,닭,육계,50000.0,경기도 안성시 고삼면 신창리 362번지,37.0749075,127.2426554,2020-11-30,2021-01-28
경기도,안성시,선일농장,닭,육계,80000.0,경기도 안성시 금광면 사흥리 131번지 1호,37.0010372595,127.3726494768,2021-06-30,2021-01-28
경기도,안성시,성공농장,닭,육계,40000.0,경기도 안성시 서운면 현매리 116번지 2호,36.9405289,127.2302449,2020-07-31,2020-12-15
경기도,안성시,성은농장,닭,육계,4000.0,경기도 안성시 서운면 송산리 211번지 1호,36.9418056,127.2363218,2020-11-30,2020-12-15
경기도,안성시,세원농장,닭,산란계,3000.0,경기도 안성시 공도읍 용두리 378번지 2호,37.0156586,127.165386,2020-07-31,2020-12-15
경기도,안성시,세원농장,닭,산란계,3000.0,경기도 안성시 공도읍 용두리 378번지 2호,37.0156586334,127.1653860886,2021-06-30,2021-01-29
경기도,안성시,수지 토종농장,닭,육계,1000.0,경기도 안성시 일죽면 신흥리 산 11번지 1호,37.1225944,127.484495,2021-04-30,2021-02-02
경기도,안성시,수지농장,닭,육계,130000.0,경기도 안성시 미양면 정동리 504번지 4호 외 1필지(504-5),36.9767503,127.1956042,2020-11-30,2020-12-15
경기도,안성시,스마일2 농장,오리,,12000.0,경기도 안성시 미양면 고지리 426번지,36.9638616,127.2083503,2020-11-30,2020-12-15
경기도,안성시,스마일2 농장,오리,,12000.0,경기도 안성시 미양면 고지리 426번지,36.9640675842,127.2083512331,2021-06-30,2021-01-29
경기도,안성시,승애농장,닭,산란계,50000.0,경기도 안성시 공도읍 용두리 399번지 1호,37.0110963963,127.164243514,2021-06-30,2021-01-29
경기도,안성시,승일농장,닭,육계,25000.0,경기도 안성시 일죽면 능국리 674번지 (외 2필지),37.1128017285,127.4883504568,2021-06-30,2021-02-23
경기도,안성시,승희농장,닭,육계,100000.0,경기도 안성시 보개면 기좌리 150번지 2호 외 4필지,37.0333009149,127.2908077212,2021-06-30,2021-01-29
경기도,안성시,아리농장,닭,육계,85000.0,경기도 안성시 서운면 신기리 236번지,36.9542239,127.2738486,2020-07-31,2021-01-14
경기도,안성시,안성농장,닭,육계,70000.0,경기도 안성시 중리동 79번지 8호,36.979491102,127.2892023108,2021-06-30,2021-01-29
경기도,안성시,안성마춤육계,닭,육계,40000.0,경기도 안성시 대덕면 진현리 378번지 2호,37.0537162,127.2591485,2020-11-30,2021-01-13
경기도,안성시,야곱농장,닭,육계,100.0,경기도 안성시 대덕면 진현리 6번지 2호,37.0599867,127.2677594,2020-07-31,2021-01-13
경기도,안성시,양호농장,오리,,30000.0,경기도 안성시 서운면 신흥리 산 51번지,36.9286198,127.2424098,2020-07-31,2020-12-15
경기도,안성시,영윤농장,닭,육계,1000.0,경기도 안성시 양성면 장서리 320번지,37.1064018,127.2128747,2020-07-31,2020-12-23
경기도,안성시,오두리 농장,닭,육계,45000.0,경기도 안성시 보개면 오두리 255번지 5호,37.0430500587,127.315318223,2021-06-30,2021-01-28
경기도,안성시,오두리 농장,닭,육계,45000.0,경기도 안성시 보개면 오두리 255번지 5호,37.0430507,127.3143716,2020-07-31,2021-01-13
경기도,안성시,오성농장,닭,산란계,8000.0,경기도 안성시 원곡면 지문리 24번지 1호,37.047269,127.1433868,2021-04-30,2021-01-29
경기도,안성시,완기농장,닭,산란계,46.0,경기도 안성시 양성면 삼암리 474번지 6호,37.028893396,127.2060123317,2021-06-30,2021-01-29
경기도,안성시,용마농장,닭,육계,350.0,경기도 안성시 서운면 신기리 산 43번지,36.9571732,127.2726239,2021-04-30,2021-01-29
경기도,안성시,용성농장,오리,,6000.0,경기도 안성시 일죽면 신흥리 958번지 4호,37.1184038,127.4757372,2021-04-30,2021-02-02
경기도,안성시,우리농장,오리,,8000.0,경기도 안성시 보개면 내방리 19번지 외6필지,37.0268802,127.3130132,2021-04-30,2021-01-28
경기도,안성시,육계농장,닭,육계,50000.0,경기도 안성시 보개면 상삼리 54번지 2호,37.0223004904,127.3306713014,2021-06-30,2021-01-28
경기도,안성시,인주종계장,닭,산란계,182500.0,경기도 안성시 공도읍 진사리 376번지,36.990882035,127.1503303642,2021-06-30,2021-02-16
경기도,안성시,일월농장,닭,육계,41000.0,경기도 안성시 일죽면 월정리 1423번지,37.090909989,127.4437468178,2021-06-30,2021-02-01
경기도,안성시,일죽 농장,닭,산란계,30000.0,경기도 안성시 일죽면 장암리 35번지 3호,37.0809048,127.4682392,2020-07-31,2021-01-06
경기도,안성시,장수농장,닭,산란계,16000.0,경기도 안성시 원곡면 성주리 123번지,37.0860082,127.1691576,2020-11-30,2021-01-29
경기도,안성시,장수농장,닭,산란계,51700.0,경기도 안성시 미양면 고지리 69번지 4호,36.9550611,127.2217999,2020-07-31,2020-12-15
경기도,안성시,정기농장,닭,육계,2000.0,경기도 안성시 보개면 신안리 92번지 2호,37.0536333,127.3162361,2020-11-30,2021-01-13
경기도,안성시,정기농장,닭,육계,2000.0,경기도 안성시 보개면 신안리 92번지 2호,37.0537062475,127.3161134252,2021-06-30,2021-01-28
경기도,안성시,제일농장,닭,육계,30000.0,경기도 안성시 미양면 정동리 504번지 15호,36.9770186592,127.1964932492,2021-06-30,2021-01-29
경기도,안성시,준 농장,닭,육계,61400.0,경기도 안성시 미양면 강덕리 154번지 2호,36.9495113123,127.2362272079,2021-06-30,2021-01-29
경기도,안성시,진촌 농장,닭,산란계,13500.0,경기도 안성시 공도읍 진사리 112번지 4호,36.9869412,127.1368059,2020-07-31,2020-12-15
경기도,안성시,청산농장,닭,산란계,100000.0,경기도 안성시 공도읍 마정리 433번지 2호,37.0153418419,127.1941376365,2021-06-30,2021-01-29
경기도,안성시,큰오리농장,오리,,5000.0,"경기도 안성시 일죽면 능국리 674번지 , 659-1번지, 659-5번지",37.1127393,127.4883479,2020-07-31,2021-01-06
경기도,안성시,큰오리농장,오리,,6000.0,"경기도 안성시 일죽면 산북리 607번지 1호 , 607-2번지",37.0812442,127.502216,2020-07-31,2021-01-06
경기도,안성시,큰오리농장,오리,,12000.0,"경기도 안성시 일죽면 월정리 1727번지 , 1728번지, 1728-1번지, 1729번지, 1730번지",37.0806274,127.4584646,2020-07-31,2021-01-06
경기도,안성시,텃골축산,닭,산란계,150000.0,경기도 안성시 일죽면 장암리 411번지 27호 외 3필지,37.0809048,127.4682392,2021-04-30,2021-02-02
경기도,안성시,팔봉농장,닭,육계,40000.0,경기도 안성시 일죽면 장암리 438번지 3호,37.0756653049,127.4588132872,2021-06-30,2021-02-01
경기도,안성시,팔상농장,닭,육계,30000.0,경기도 안성시 일죽면 신흥리 540번지,37.114567,127.4753195,2021-04-30,2021-02-02
경기도,안성시,평안농장,오리,,20000.0,경기도 안성시 보개면 신안리 87번지 6호,37.053217,127.3134801,2020-07-31,2021-01-13
경기도,안성시,한성농장,오리,,9690.0,경기도 안성시 일죽면 산북리 125번지 1호 외 1필지,37.0812154769,127.5132146292,2021-06-30,2021-02-23
경기도,안성시,한신농장,닭,육계,53000.0,경기도 안성시 일죽면 죽림리 739번지,37.0790175,127.4409452,2021-04-30,2021-02-01
경기도,안성시,한신농장,닭,육계,53000.0,경기도 안성시 일죽면 죽림리 739번지,37.0791192722,127.4409903989,2021-06-30,2021-02-01
경기도,안성시,해샘찬농장,닭,산란계,20000.0,경기도 안성시 원곡면 반제리 150번지,37.0319131086,127.165152581,2021-06-30,2021-01-29
경기도,안성시,헌식농장,닭,육계,36500.0,경기도 안성시 미양면 구수리 45번지 3호 (외1필지),36.973164669,127.2574632716,2021-06-30,2021-01-29
